Patron Type Definition,Total Checkouts,Total Renewals,Circulation Active Year
1,13,0,2014
1,489,231,2015
1,14,4,2014
1,27,3,2013
1,8,1,2015
1,3,6,2015
1,158,55,2016
1,57,36,2013
1,3,3,2016
1,140,107,2016
1,33,0,2015
1,472,92,2016
1,419,21,2015
1,42,17,2016
1,7,3,2016
1,66,38,2015
0,1,0,2004
1,60,79,2016
1,3,0,2013
1,13,5,2015
1,714,234,2013
1,145,10,2013
1,14,16,2014
1,148,171,2015
1,4,0,2014
1,23,24,2016
1,16,4,2015
1,12,4,2014
1,14,21,2013
1,236,116,2016
1,6,4,2015
0,0,0,2010
1,1,0,2014
1,9,2,2015
1,17,1,2015
1,15,0,2016
1,540,767,2016
1,26,2,2015
1,330,194,2014
1,15,0,2016
1,1,0,2013
1,1,0,2010
1,111,214,2016
1,30,7,2013
1,3,1,2013
1,107,1,2015
1,9,2,2016
1,217,88,2015
1,33,16,2016
1,0,0,0
1,7,0,2016
1,5,0,2014
1,30,6,2016
1,31,7,2016
1,100,108,2015
1,15,2,2016
1,12,18,2013
1,6,1,2014
1,1,0,2014
1,1415,328,2013
0,1,0,2014
1,653,452,2016
1,1,1,2013
1,2,4,2015
1,222,8,2016
1,7,0,2016
1,7,0,2016
1,7,0,2016
1,0,0,0
1,55,0,2014
1,1,2,2015
1,288,177,2016
1,276,124,2016
1,87,20,2015
1,290,572,2016
1,88,10,2014
1,4,0,2014
1,12,5,2016
1,129,0,2014
1,678,549,2016
1,1,0,2014
1,14,2,2015
1,5,0,2014
1,4,0,2014
1,1,0,2016
1,466,270,2015
1,35,11,2014
1,146,75,2016
1,355,250,2016
1,6,4,2014
1,4,1,2015
1,16,22,2016
1,296,517,2016
0,1,0,2013
1,59,116,2016
1,442,17,2016
1,37,19,2014
1,776,275,2016
1,105,178,2016
1,6,3,2016
1,1059,0,2015
1,239,41,2014
1,114,14,2013
1,0,0,0
1,4,0,2013
1,133,136,2016
1,51,20,2016
1,804,320,2015
1,4,0,2016
1,11,3,2015
1,23,1,2016
1,1,1,2013
1,56,1,2014
1,13,8,2016
1,0,0,0
0,0,0,0
1,67,8,2016
1,127,24,2013
1,310,79,2016
1,0,0,0
1,11,0,2015
1,128,26,2014
1,0,0,0
1,15,0,2016
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,2,0,2013
0,896,604,2016
1,52,41,2014
1,3,0,2015
1,15,0,2015
1,47,28,2016
1,122,37,2015
1,372,432,2016
1,8,0,2009
1,1779,597,2016
1,470,245,2016
1,157,75,2016
1,905,0,2016
1,41,1,2013
1,126,8,2016
1,6,0,2009
1,474,97,2016
1,134,35,2016
1,48,2,2013
1,1,0,2015
1,221,88,2016
1,55,0,2016
1,3,1,2013
1,15,21,2015
1,131,133,2006
1,337,46,2014
1,148,90,2016
1,12,0,2012
1,3,4,2015
1,1,1,2016
1,149,63,2015
1,1,0,2013
1,1,1,2015
1,359,237,2015
1,3,6,2016
1,54,74,2016
1,0,0,2014
0,3010,3021,2016
1,28,32,2016
1,65,0,2015
1,3,1,2014
1,48,9,2016
1,15,4,2014
0,1,0,2015
1,38,32,2013
1,766,343,2016
0,0,0,0
0,0,0,0
0,0,0,0
1,343,55,2015
1,8,0,2015
1,79,138,2012
1,2,0,2013
1,2,0,2013
1,14,34,2015
1,8,0,2013
1,48,35,2013
1,9,15,2016
1,7,3,2013
1,84,15,2016
1,172,199,2010
1,25,20,2016
1,1,0,2015
1,17,4,2012
1,3,0,2012
1,1,0,2013
1,0,0,0
1,26,7,2011
0,0,0,2015
1,49,9,2016
1,64,25,2012
1,900,121,2013
1,14,0,2014
1,4,0,2016
1,18,2,2008
1,29,27,2016
1,1957,538,2014
1,7,0,2015
1,146,30,2013
1,2,0,2009
1,13,0,2012
1,17,10,2013
1,88,47,2016
1,0,0,0
1,0,0,0
1,592,293,2016
1,8,23,2016
1,8,1,2015
1,1,0,2014
1,0,0,0
1,210,28,2015
1,244,220,2016
1,20,7,2015
1,2,0,2014
1,12,16,2015
1,5,0,2016
1,185,435,2016
1,64,16,2016
1,15,7,2014
1,958,329,2016
1,510,76,2016
1,2,6,2015
1,1,3,2016
1,12,24,2014
1,10,6,2014
1,5,3,2014
1,1,0,2011
1,13,1,2015
1,3,0,2013
1,3,0,2014
1,8,3,2014
0,0,0,2013
1,436,721,2016
1,0,0,0
1,0,0,0
1,3,0,2013
1,53,107,2016
1,8,5,2014
1,76,3,2016
1,96,117,2016
1,12,11,2015
1,36,34,2016
1,77,12,2016
1,2,0,2013
1,29,13,2016
1,1610,1273,2016
1,2,6,2015
1,3,1,2016
1,11,0,2015
1,509,19,2016
1,16,3,2016
1,11,0,2015
1,47,19,2016
1,34,3,2013
1,15,9,2016
1,581,406,2015
1,10,0,2007
1,89,0,2016
0,1,0,2015
0,1,0,2015
0,1,0,2015
1,692,185,2014
1,86,0,2015
0,0,0,0
0,0,0,0
1,10,0,2015
1,111,57,2016
1,293,108,2016
1,45,20,2016
1,26,21,2014
1,2,0,2014
1,13,0,2015
1,2933,702,2016
1,50,11,2013
1,1,2,2012
1,201,0,2014
1,1,0,2013
1,51,0,2015
1,12,18,2014
1,52,162,2015
1,0,0,0
1,162,0,2016
1,3,8,2013
1,244,12,2015
1,4,0,2013
0,59,0,2016
1,3,0,2014
1,81,67,2016
1,8,5,2015
1,62,1,2015
1,20,8,2016
1,27,52,2015
1,54,19,2016
1,106,11,2015
1,2,6,2016
1,12,19,2016
1,48,35,2013
1,8,0,2016
1,117,46,2015
1,279,99,2016
1,3,0,2015
1,20,7,2011
1,2879,68,2016
1,23,45,2014
1,31,49,2016
1,0,0,2014
1,73,0,2016
1,64,21,2016
1,200,99,2016
1,2,0,2015
1,31,2,2008
1,18,4,2014
1,2,0,2016
1,2,0,2013
1,116,125,2016
1,17,17,2013
1,594,5,2015
1,13,23,2013
1,692,303,2016
1,16,12,2016
1,110,223,2014
1,1,0,2015
1,5,5,2009
1,99,59,2016
1,68,36,2015
1,14,2,2014
1,1,0,2014
1,58,15,2012
1,0,0,2010
1,228,42,2015
1,3,0,2009
1,11,0,2013
1,21,4,2013
1,527,174,2016
1,154,183,2016
1,438,497,2015
1,64,1,2016
0,2,0,2015
1,31,41,2015
1,0,0,0
1,9,3,2015
1,26,16,2016
1,44,43,2014
1,7,17,2015
1,2,1,2014
1,470,192,2016
1,4,3,2015
1,202,250,2016
1,284,33,2014
1,20,27,2016
1,3,6,2015
1,11,6,2013
1,0,0,2010
1,5,6,2015
1,60,13,2016
1,9,0,2014
1,38,9,2016
1,107,11,2016
1,280,72,2014
1,0,0,0
1,10,0,2014
1,467,116,2016
1,303,170,2016
1,59,0,2014
1,119,40,2016
0,49,54,2016
1,0,0,0
1,8,0,2015
1,39,3,2016
1,154,8,2016
1,341,373,2016
1,237,35,2015
1,1480,376,2016
1,3,0,2016
1,31,0,2016
1,20,8,2016
1,151,96,2016
1,22,1,2013
1,44,37,2016
1,11,0,2016
1,36,15,2013
1,202,116,2016
1,2,1,2012
1,301,176,2016
1,7,0,2010
1,24,23,2015
1,14,0,2013
1,7,1,2016
1,4,15,2014
1,177,67,2016
1,136,101,2014
1,4,4,2016
1,15,0,2012
1,19,0,2014
1,4,0,2012
1,4,4,2015
1,1,0,2015
1,1,0,2015
1,1,0,2015
1,582,6,2016
1,635,250,2016
1,88,110,2014
1,36,37,2016
1,23,4,2015
1,30,43,2016
1,7,0,2013
1,328,2,2016
1,69,66,2016
1,59,23,2016
1,13,5,2016
1,7,9,2016
1,56,64,2016
1,578,57,2015
1,27,25,2016
1,9,0,2016
1,71,51,2015
1,76,0,2016
1,52,19,2014
1,49,25,2011
1,4,0,2014
1,156,158,2013
1,3,0,2015
1,4,9,2016
1,1,0,2014
1,75,103,2015
1,45,17,2015
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,3,1,2014
1,225,439,2015
1,283,39,2013
1,22,1,2014
1,536,235,2016
1,13,26,2016
1,5,10,2015
1,114,19,2014
1,122,108,2016
1,269,28,2015
1,165,61,2014
1,25,40,2008
1,1,1,2016
1,8,0,2015
1,11,17,2016
1,91,177,2015
1,2,0,2015
1,148,56,2011
1,83,173,2016
1,39,34,2016
1,544,248,2016
0,17,0,2015
1,431,120,2016
1,2,0,2009
1,38,52,2015
1,56,23,2015
1,60,0,2015
1,32,0,2014
1,0,0,0
1,203,79,2013
1,5,5,2016
0,1,0,2014
1,10,0,2015
1,2575,988,2016
1,32,5,2014
1,72,52,2015
0,4,1,2015
1,26,34,2015
1,5,4,2014
1,4,3,2014
1,41,1,2013
1,33,0,2016
0,0,0,0
1,162,55,2016
1,6,1,2012
0,171,17,2016
0,4,0,2016
1,3,3,2011
1,0,0,0
1,8,0,2012
1,514,239,2013
1,75,16,2013
1,73,20,2014
1,1,0,2015
1,19,0,2009
1,149,28,2016
1,217,55,2016
1,3,0,2013
1,32,28,2014
1,123,23,2016
1,150,24,2013
1,378,206,2016
1,240,77,2012
0,0,0,2016
1,29,21,2014
1,57,7,2015
1,242,122,2016
1,4,0,2015
1,162,1,2015
1,0,0,2016
1,1,1,2016
1,10,9,2013
1,2,4,2016
1,3,0,2013
1,1,0,2013
1,1,0,2013
1,19,36,2016
1,8,8,2015
1,7,5,2012
1,188,103,2015
1,1547,28,2016
1,101,38,2016
1,2,1,2015
1,17,11,2014
1,3,8,2015
1,51,0,2015
1,90,3,2016
1,2,0,2014
1,754,159,2016
1,8,12,2015
1,10,15,2005
1,1502,975,2016
1,197,383,2014
0,262,43,2016
1,312,12,2016
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,4,3,2015
1,42,18,2015
1,6,1,2010
1,1,0,2013
1,22,15,2014
1,30,34,2015
1,287,94,2016
1,596,272,2016
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,57,16,2015
1,68,47,2014
1,7,9,2014
1,636,295,2016
1,6,10,2013
1,9,6,2016
1,1440,612,2016
1,55,24,2016
1,2755,109,2014
1,121,1,2016
1,694,914,2016
1,68,51,2016
1,247,15,2015
1,12,0,2016
1,49,76,2014
1,9,10,2014
1,1,1,2015
1,156,58,2016
1,0,0,0
1,339,62,2013
1,25,7,2015
1,14,2,2015
1,132,108,2015
1,234,6,2016
1,1930,266,2016
0,1,0,2013
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,40,6,2016
1,6,0,2015
1,21,9,2015
1,87,90,2016
1,6,6,2015
0,0,0,0
1,238,69,2016
1,24,36,2014
1,4,0,2012
1,1,0,2015
1,29,0,2015
1,5,0,2015
1,7,0,2015
1,802,699,2016
1,5,0,2016
1,5,0,2016
1,38,2,2016
1,3,1,2016
1,0,0,0
1,1,0,2015
1,1,0,2015
1,1,0,2015
1,3,0,2015
1,3,0,2015
1,4,6,2015
1,3,3,2013
0,1,0,2014
1,428,97,2016
1,743,632,2016
1,54,9,2016
1,8,20,2015
1,87,5,2015
1,260,25,2014
1,769,9,2016
1,204,189,2016
1,159,23,2016
1,16,1,2016
1,0,0,0
1,131,59,2014
1,1,2,2014
1,1,2,2014
1,64,11,2016
1,11,13,2013
0,169,0,2016
1,834,44,2016
1,2,1,2013
0,0,0,0
1,96,57,2016
0,1,0,2014
1,68,0,2014
1,6,0,2016
1,48,19,2016
0,0,0,0
1,252,197,2016
1,14,20,2015
1,2,0,2016
1,54,59,2016
1,3,0,2011
1,2,0,2015
1,1,0,2015
1,85,75,2015
1,1,4,2015
0,3,0,2014
1,59,39,2014
1,8,0,2010
1,1,0,2010
1,35,1,2013
1,7,1,2015
1,15,0,2012
1,4,0,2013
1,20,0,2013
1,2,3,2014
1,250,96,2016
1,62,59,2013
1,6,1,2015
1,21,12,2014
1,3,0,2016
1,343,173,2013
1,2745,485,2016
1,5,13,2013
1,357,355,2016
1,8,14,2016
1,221,210,2014
1,13,0,2014
1,0,0,0
1,0,0,0
1,13,0,2014
1,309,90,2016
1,19,31,2014
1,20,9,2016
1,10,2,2014
1,123,58,2016
1,15,0,2015
1,11,7,2016
1,22,0,2013
0,0,0,0
1,162,15,2011
1,175,79,2016
1,235,36,2014
1,4,5,2012
1,6,0,2012
1,679,425,2016
1,39,21,2014
1,36,0,2014
1,1,0,2014
1,1,0,2016
1,1,0,2016
1,3,1,2016
1,1,0,2013
1,254,51,2016
1,32,31,2015
1,117,45,2016
1,126,111,2015
1,8,12,2014
1,59,55,2016
1,39,0,2010
1,44,33,2015
1,4,0,2013
1,13,4,2016
1,58,27,2014
1,885,164,2016
1,151,81,2016
1,141,20,2013
1,16,5,2014
1,210,39,2015
1,27,65,2016
1,20,0,2014
1,88,29,2014
1,46,12,2013
0,62,40,2016
1,20,0,2015
1,15,20,2015
1,119,95,2016
1,284,1,2015
1,187,211,2016
1,111,29,2016
1,4,0,2015
1,72,53,2013
1,14,8,2016
1,55,16,2015
1,6,0,2014
1,36,0,2016
1,592,357,2014
1,46,3,2014
1,122,54,2016
1,73,12,2016
1,56,0,2014
0,0,0,0
1,209,1,2014
1,21,12,2013
1,101,124,2016
1,181,5,2016
1,475,260,2014
1,13,0,2014
1,75,7,2013
1,797,205,2016
1,84,59,2015
1,203,262,2016
1,0,0,0
1,8,8,2016
1,54,45,2016
1,28,21,2014
1,11,1,2015
1,689,99,2016
1,264,116,2009
1,10,6,2016
1,464,570,2016
1,6,0,2015
1,609,329,2016
1,3676,213,2016
1,1060,309,2016
1,34,2,2010
1,159,3,2016
1,58,1,2016
1,4,0,2015
1,11,0,2016
1,187,70,2014
1,193,50,2016
1,145,87,2016
1,2,0,2016
1,15,0,2016
1,25,0,2015
1,94,55,2016
1,4,2,2014
1,44,7,2015
1,127,42,2015
1,1,1,2014
1,79,44,2016
1,5,18,2013
1,423,136,2016
1,4,0,2015
1,2,0,2014
1,220,0,2016
1,1,0,2013
1,5,0,2014
1,936,16,2013
1,83,46,2016
1,19,7,2013
0,1,0,2016
1,168,14,2015
1,75,58,2016
1,23,7,2013
1,2,1,2013
1,1351,313,2015
1,1,0,2016
0,40,12,2014
1,575,242,2016
0,1,2,2016
1,171,41,2016
1,775,25,2016
1,375,89,2016
1,20,4,2016
1,15,13,2016
1,27,37,2015
0,0,0,0
1,131,44,2015
1,24,48,2014
1,3,0,2016
1,86,14,2016
1,14,7,2016
1,3470,165,2015
1,2,0,2016
1,15,0,2013
1,2,0,2014
1,4,0,2013
1,4,0,2013
1,155,18,2012
1,4,0,2015
1,10,0,2016
1,15,2,2016
1,97,2,2013
1,6,9,2013
1,6,0,2015
1,6,0,2013
1,438,337,2016
1,6,0,2015
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,2751,933,2014
1,77,35,2016
1,15,7,2014
1,478,161,2014
0,0,0,0
1,13,17,2012
1,0,0,0
1,18,1,2015
1,6,0,2015
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,355,224,2016
1,923,96,2016
1,112,165,2016
1,26,1,2014
1,70,1,2015
1,15,13,2014
1,19,4,2016
1,52,78,2015
1,51,22,2015
1,13,9,2016
1,1053,416,2016
1,18,14,2014
1,1421,1820,2016
1,3,4,2014
1,82,13,2013
1,105,37,2015
1,112,106,2016
1,28,10,2016
0,1,0,2014
1,5,12,2014
1,36,0,2016
1,76,2,2015
1,3389,19,2016
0,0,0,0
1,14,9,2015
1,18,12,2013
1,352,46,2016
1,61,6,2014
1,48,4,2016
1,0,0,0
1,347,517,2015
1,63,0,2014
0,83,13,2013
1,0,0,2015
1,4,0,2016
1,0,0,2013
1,4,3,2015
1,5,0,2016
1,67,37,2016
1,0,0,0
1,545,224,2016
1,3,0,2013
0,7,0,2014
1,0,0,2016
1,163,218,2014
1,38,0,2014
1,14,9,2012
1,14,10,2014
1,13,25,2016
1,97,81,2016
1,32,34,2013
1,2,1,2016
1,9,16,2016
1,862,65,2016
1,46,101,2012
1,336,477,2016
1,0,0,0
1,2,2,2016
1,199,14,2015
1,10,3,2015
1,1149,120,2016
1,73,80,2014
1,2113,2488,2016
1,113,2,2015
1,0,0,0
1,0,0,0
1,1,0,2015
1,1,2,2014
1,3929,60,2016
1,58,71,2015
1,3,0,2013
1,3,0,2013
1,3,0,2013
1,3,0,2013
1,13,23,2014
1,59,69,2014
1,3,0,2013
1,119,6,2016
1,82,35,2014
1,6,0,2016
1,226,44,2016
0,48,19,2013
1,159,24,2016
1,18,4,2015
1,1,0,2013
1,187,97,2016
1,1,0,2016
1,63,97,2014
1,1,0,2008
1,200,15,2014
1,219,33,2015
1,33,55,2015
1,6,3,2014
1,6,0,2015
1,57,2,2015
1,18,16,2014
1,1,4,2014
1,292,13,2012
1,0,0,2016
1,124,121,2016
1,42,6,2016
1,5,0,2013
1,21,7,2015
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,389,32,2016
1,9,0,2016
1,43,0,2014
1,74,28,2015
1,53,2,2016
1,32,0,2015
1,21,2,2014
1,172,12,2013
1,18,6,2015
1,503,20,2016
1,1062,1281,2016
1,117,4,2014
1,285,175,2014
1,59,87,2014
1,5,6,2013
1,49,7,2016
0,1,0,2016
1,13,8,2014
1,90,1,2015
1,43,0,2012
1,6,2,2016
1,208,239,2016
1,13,0,2016
1,96,114,2014
1,64,58,2016
1,222,596,2016
1,42,9,2013
1,30,22,2015
1,71,33,2013
0,1,0,2015
1,30,0,2009
0,1,0,2013
1,44,15,2016
1,64,2,2015
1,548,254,2016
1,842,506,2016
1,1,0,2015
1,161,183,2015
1,289,193,2016
1,66,65,2014
1,1,0,2016
1,170,6,2015
1,104,3,2013
1,9,20,2014
1,7,0,2015
1,1942,255,2016
1,1,1,2015
1,2,0,2015
1,263,85,2016
1,444,27,2016
1,0,0,0
1,413,29,2014
1,18,2,2015
1,16,1,2013
1,22,23,2015
1,11,2,2016
1,1,3,2015
1,132,25,2014
1,563,225,2016
1,0,0,2014
1,478,0,2016
1,552,195,2016
0,13,2,2016
1,2,0,2016
1,2,0,2016
1,2,0,2016
1,339,618,2015
1,41,1,2015
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,1,0,2015
1,1,0,2015
1,1,0,2012
1,141,106,2016
1,187,116,2014
0,7,0,2013
1,11,0,2016
1,1033,18,2015
1,377,102,2016
1,0,0,0
1,0,0,0
1,2594,5761,2016
1,219,119,2015
1,13,0,2013
1,1,0,2016
1,30,25,2013
1,0,0,0
1,5,2,2015
1,15,0,2014
1,1,0,2011
1,52,121,2016
1,0,0,0
1,0,0,0
1,0,0,0
1,258,74,2014
1,0,0,2015
1,34,11,2015
1,5,0,2014
1,21,0,2014
1,96,54,2015
1,182,14,2016
1,90,0,2015
1,99,54,2016
1,2,2,2014
1,20,17,2016
1,1,0,2015
1,24,23,2016
1,35,32,2015
1,1,0,2016
0,0,0,0
1,20,0,2014
1,16,2,2015
1,43,18,2015
1,53,12,2016
1,62,10,2014
1,484,70,2016
1,22,3,2012
1,0,0,2014
1,54,41,2016
1,65,3,2013
1,2097,303,2016
1,6,0,2016
1,1,0,2013
1,277,0,2014
1,3,2,2015
1,1,2,2016
1,1,3,2016
1,15,0,2014
1,138,149,2016
1,134,229,2016
1,1,0,2015
1,149,18,2013
1,109,57,2014
1,102,18,2016
1,6,12,2014
1,172,11,2016
1,8,1,2010
1,0,0,0
1,0,0,2014
1,45,11,2016
1,22,0,2015
1,8,30,2016
1,6,9,2015
1,6,0,2014
1,875,621,2016
1,56,6,2014
1,1,0,2012
1,14,14,2016
1,2384,911,2016
1,89,103,2012
1,6,3,2016
1,1,0,2016
1,17,0,2010
1,18,9,2015
1,57,24,2016
1,781,179,2013
0,3,0,2013
1,2,0,2016
1,494,15,2016
1,197,27,2015
1,1970,1600,2016
1,99,7,2015
1,6,0,2013
1,81,8,2014
1,25,15,2016
1,189,66,2015
1,17,0,2013
1,170,8,2016
1,4,0,2013
1,14,12,2016
1,213,23,2016
1,22,26,2016
1,830,57,2016
1,75,0,2010
1,26,64,2015
0,2,0,2016
1,235,193,2016
1,2248,0,2014
1,240,44,2015
1,160,38,2013
1,305,316,2014
1,9,0,2013
1,23,11,2016
1,75,32,2015
1,11,5,2015
1,91,0,2014
1,35,107,2016
1,31,37,2014
1,78,58,2016
1,313,89,2016
1,1,0,2013
1,9,0,2013
1,20,3,2015
0,72,10,2016
1,415,41,2016
1,229,19,2016
1,71,16,2016
1,6,14,2014
1,15,8,2014
1,511,43,2014
1,492,5,2016
1,7,5,2015
1,7,3,2016
1,31,23,2016
1,490,66,2016
1,18,2,2016
1,32,7,2015
0,1,0,2013
1,95,229,2015
1,2090,1152,2014
1,43,90,2015
1,107,66,2015
1,14,28,2016
1,15,3,2014
1,183,12,2016
1,105,128,2016
1,2,3,2015
1,83,31,2016
1,123,17,2016
1,9,2,2013
1,10,17,2013
1,6,3,2016
1,25,15,2014
1,17,9,2016
1,29,25,2008
1,1,0,2009
1,142,126,2016
1,75,2,2014
1,12,0,2016
1,294,185,2014
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,26,31,2016
1,16,0,2014
1,104,90,2014
1,12,10,2013
1,8,0,2015
1,13,13,2016
1,17,32,2015
1,409,22,2014
1,178,27,2016
1,377,8,2016
1,34,41,2016
1,702,266,2016
1,28,6,2014
1,47,21,2015
1,59,19,2016
1,141,33,2016
1,11,2,2009
1,10,11,2015
1,90,0,2012
1,0,0,0
1,1097,90,2016
1,6,4,2014
1,31,1,2014
1,7,10,2013
1,324,123,2014
1,8,2,2016
1,9,13,2016
0,77,98,2016
1,26,32,2015
1,11,0,2012
1,346,21,2016
1,7,1,2014
1,131,0,2013
1,37,31,2016
1,14,11,2013
1,194,5,2016
1,0,0,0
1,677,279,2016
1,115,59,2016
1,19,3,2016
1,3,0,2016
1,3,0,2015
1,3,0,2015
1,3,0,2015
0,4,0,2015
1,171,154,2016
1,2,0,2016
1,12,0,2013
1,20,33,2015
1,336,112,2016
1,52,3,2015
1,6,0,2010
1,24,0,2013
1,233,67,2016
1,6,4,2016
1,1548,1704,2014
1,11,18,2016
0,0,0,0
0,934,670,2016
1,8,29,2015
1,19,2,2011
1,1288,176,2016
0,2,0,2013
1,280,362,2016
1,6,3,2013
1,6,0,2016
1,44,10,2014
1,24,17,2014
1,22,7,2014
1,19,32,2013
0,0,0,0
1,14,0,2015
1,154,35,2014
1,4,0,2013
1,79,126,2016
1,255,89,2015
1,17,0,2014
1,10,15,2014
1,136,227,2016
1,12,11,2013
1,16,0,2016
1,56,46,2016
1,63,3,2013
1,0,0,2012
1,67,48,2016
1,0,0,0
1,19,0,2015
1,87,14,2016
1,18,6,2016
1,558,284,2016
1,5,0,2015
1,80,87,2016
1,214,3,2015
1,1,1,2014
1,275,377,2016
1,1,3,2011
1,0,0,2016
1,17,3,2014
1,11,0,2015
1,87,117,2015
1,18,32,2016
1,80,0,2015
1,24,10,2016
1,15,0,2016
0,3,2,2016
1,13,0,2015
1,17,17,2016
1,160,45,2016
1,20,1,2013
1,1316,426,2016
1,7,2,2014
1,114,42,2016
1,8,0,2014
1,13,33,2014
1,49,14,2014
1,13,25,2014
1,11,0,2011
0,2,0,2013
1,26,75,2016
1,317,58,2016
1,121,33,2015
1,0,0,0
1,0,0,0
0,1,0,2014
1,166,27,2015
1,209,14,2016
1,2,0,2013
1,39,0,2016
1,14,6,2016
1,9,27,2013
1,4,2,2014
1,2,0,2015
1,90,146,2016
1,304,46,2016
1,0,0,0
1,128,53,2016
1,7,0,2014
1,3,0,2014
1,50,3,2016
1,678,506,2016
1,80,117,2016
1,89,23,2016
0,2,0,2013
1,0,0,0
1,156,74,2015
1,2,3,2014
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,0,0,0
1,1,0,2015
1,10,20,2013
1,1,0,2014
1,1,0,2014
1,2743,3183,2016
1,1,0,2014
1,9,11,2013
1,23,3,2016
1,7,0,2015
1,25,0,2014
0,0,0,2013
1,22,1,2013
1,177,23,2013
1,75,6,2016
1,233,65,2014
1,1,0,2014
1,23,7,2014
1,2,0,2015
1,529,125,2014
1,493,84,2016
1,60,5,2016
1,630,257,2016
1,43,1,2016
1,0,0,2010
1,36,30,2016
1,30,0,2015
1,22,0,2016
1,30,18,2012
1,1,0,2016
1,39,1,2016
1,3,0,2012
1,7582,3654,2016
1,5,0,2016
0,0,0,0
1,153,18,2014
1,21,19,2015
1,1114,1392,2016
1,848,773,2016
1,31,0,2015
1,10,0,2009
1,87,8,2016
1,9,3,2013
1,88,27,2015
1,5,2,2015
1,15,3,2014
1,182,145,2014
1,22,6,2013
1,973,883,2016
1,37,46,2016
1,0,0,2016
1,0,0,2016
1,0,0,2016
1,0,0,2016
1,82,69,2014
1,4,3,2014
1,4,2,2016
1,8,0,2014
1,37,7,2016
1,73,13,2016
1,44,29,2016
1,5,0,2016
1,1,0,2016
1,10,2,2014
1,40,4,2015
1,7,1,2016
1,14,0,2014
1,14,0,2014
1,23,0,2015
1,0,0,0
1,0,0,0
1,1,0,2013
1,223,148,2016
1,151,48,2014
1,75,136,2014
1,109,65,2015
1,8,24,2015
1,222,17,2013
1,583,11,2016
1,2,0,2010
1,82,19,2016
1,16,6,2016
1,244,45,2016
0,40,24,2016
1,9,0,2015
1,709,735,2016
1,1993,1609,2016
0,0,0,0
1,9,0,2013
1,839,115,2015
0,0,0,2014
1,12,13,2015
0,0,0,0
1,10,0,2014
1,2,6,2014
1,2,0,2015
1,157,11,2015
1,115,30,2014
1,9,0,2013
1,3,2,2014
1,49,2,2013
1,158,22,2016
1,16,0,2014
1,18,6,2016
1,1,0,2015
1,46,11,2015
1,251,52,2013
1,41,29,2012
1,36,18,2015
1,26,21,2016
1,407,54,2015
1,286,1,2016
1,478,12,2016
1,134,24,2015
1,0,0,2012
1,0,0,2012
1,365,298,2015
1,17,16,2015
1,5,0,2016
1,5,0,2013
1,2,0,2013
1,2,0,2013
1,5,9,2015
1,14,0,2015
1,8,0,2016
1,83,29,2016
1,29,0,2013
1,0,0,0
1,10,0,2014
1,51,12,2016
1,424,153,2016
1,530,297,2014
1,64,48,2016
1,74,13,2015
1,114,171,2015
1,8,0,2016
0,3,0,2016
1,89,37,2016
1,4,0,2014
1,141,2,2013
1,251,7,2014
1,57,10,2013
1,73,2,2014
1,84,90,2016
1,422,648,2016
1,11,5,2016
1,58,0,2016
1,5,0,2005
1,2548,549,2016
1,124,95,2015
1,20,7,2015
1,6,12,2014
1,105,31,2016
1,1,0,2016
1,1,0,2015
1,58,20,2014
1,13,0,2012
1,0,0,0
1,122,2,2016
1,1,0,2013
1,1236,343,2015
1,46,73,2014
1,357,156,2014
1,93,44,2014
1,46,0,2015
1,2,0,2013
1,2,0,2013
1,4,4,2016
1,21,0,2014
1,1,4,2012
1,250,252,2015
1,150,13,2016
1,31,42,2015
0,0,0,0
1,43,46,2013
1,8,21,2016
1,7,0,2016
1,212,270,2014
1,13,9,2013
0,1,1,2014
0,1,1,2014
1,438,137,2016
1,0,0,2013
1,122,52,2016
1,130,0,2016
1,2,2,2016
